tuple_pair,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,class
"t19,t149",1,1,9,7,4,2,1,0,0,4,1,3,1,5,3,14,0,0,0
"t19,t150",2,0,15,32,2,4,15,7,1,9,15,60,19,23,3,3,21,26,0
"t19,t151",4,9,20,44,10,4,24,11,1,19,31,100,41,14,1,12,11,16,0
"t19,t152",3,8,16,35,6,3,17,8,1,20,27,67,24,10,6,13,7,8,0
"t19,t153",2,8,23,8,4,6,38,13,3,26,25,147,38,9,3,3,4,10,0
"t19,t154",6,6,11,41,10,5,16,8,1,17,25,63,32,14,2,2,12,18,0
"t19,t155",3,10,22,16,3,7,42,14,3,36,35,164,33,8,9,1,2,9,0
"t19,t156",8,11,35,45,6,7,41,14,3,32,38,166,47,14,3,2,9,15,0
"t19,t157",1,1,7,2,4,1,1,1,0,7,3,4,9,13,7,7,6,7,0
"t19,t158",7,13,34,20,4,7,40,14,3,37,40,161,48,10,4,10,3,11,0
"t19,t159",2,6,13,8,5,3,13,6,1,19,24,49,24,12,1,2,8,8,0
"t19,t160",2,3,4,9,2,2,4,1,0,10,4,10,7,21,8,8,17,19,0
"t19,t161",7,6,15,33,6,3,10,5,1,18,16,41,21,16,5,10,12,13,0
"t19,t162",1,0,0,4,1,1,0,0,0,3,1,1,2,3,2,1,0,0,0
"t19,t163",9,9,34,52,9,6,36,13,2,24,29,146,36,18,0,7,12,18,0
"t19,t164",1,1,2,12,6,1,1,0,0,3,3,2,13,1,1,1,1,0,0
"t19,t165",6,11,32,46,8,7,38,13,3,33,34,150,40,11,2,0,3,12,0
"t19,t166",2,6,32,27,0,6,34,13,2,19,35,140,23,13,1,2,7,14,0
"t19,t167",3,7,28,114,39,42,32,12,2,24,62,127,26,6,4,6,6,13,0
"t19,t168",3,11,32,28,0,5,34,13,2,30,37,140,46,12,5,13,6,14,0
"t19,t169",2,0,2,2,2,1,1,0,0,1,1,2,11,4,4,10,1,1,0
"t19,t170",1,2,5,23,1,2,9,5,1,5,10,38,25,22,5,5,19,23,0
"t19,t171",3,12,33,189,68,45,35,13,2,31,134,141,62,33,9,0,5,11,0
"t19,t172",1,3,23,38,4,4,19,9,1,12,18,76,14,22,6,9,21,26,0
"t19,t173",10,5,9,16,2,3,12,5,1,18,20,42,19,7,4,8,4,3,0
"t19,t174",6,5,26,42,5,4,26,11,2,25,27,104,4,18,5,6,15,20,0
"t19,t175",9,10,35,57,10,6,37,14,2,23,35,149,44,16,5,0,14,19,0
"t19,t176",11,3,15,19,2,4,13,5,1,19,21,46,4,13,5,5,6,4,0
"t19,t177",6,1,17,9,6,5,9,4,1,12,18,33,19,14,7,2,11,7,0
"t19,t178",9,10,35,43,6,5,33,13,2,23,35,134,44,15,6,4,12,16,0
"t19,t179",10,9,35,56,9,6,39,14,3,32,35,160,19,18,1,3,12,17,0
"t19,t180",2,10,25,33,5,7,42,14,3,35,32,162,38,12,4,6,5,11,0
"t19,t181",7,1,19,29,2,5,15,7,1,10,23,57,10,16,7,8,12,12,0
"t19,t182",7,0,13,34,3,4,15,7,1,10,16,60,19,23,0,12,21,25,0
"t19,t183",5,5,13,8,6,3,21,7,1,18,22,70,23,4,2,4,2,1,0
"t19,t184",2,11,27,14,4,7,42,14,3,38,37,164,36,8,8,8,2,10,0
"t19,t185",1,4,13,22,1,3,4,3,0,14,7,20,5,22,2,4,22,25,0
"t19,t186",6,4,20,22,0,2,18,8,1,13,28,70,1,12,9,15,7,5,0
"t19,t187",7,12,34,45,6,6,39,14,3,36,41,158,48,10,5,0,4,12,0
"t19,t188",11,8,35,59,9,6,40,14,3,24,35,162,16,19,5,6,14,19,0
"t19,t189",4,3,24,36,1,4,21,9,1,14,21,84,15,23,1,2,21,26,0
"t19,t190",6,8,37,49,7,6,35,13,2,31,32,143,5,19,0,2,14,20,0
"t19,t191",7,9,32,46,10,6,39,13,3,31,32,152,38,12,8,4,7,12,0
"t19,t192",2,5,10,17,1,2,5,2,0,12,10,18,12,9,3,12,6,5,0
"t19,t193",1,6,11,34,4,4,12,6,1,17,12,48,23,22,6,13,23,27,0
"t19,t194",3,1,17,33,3,3,19,8,1,15,18,73,17,21,9,8,16,22,0
"t19,t195",2,11,31,16,3,7,39,13,3,35,31,149,38,11,4,6,2,9,0
"t19,t196",2,9,27,37,6,5,29,12,2,23,31,119,36,14,8,11,8,16,0
"t19,t197",3,12,25,17,2,7,42,14,3,42,31,161,47,9,8,1,2,9,0
"t19,t198",11,2,13,13,3,3,12,6,1,13,22,46,15,16,6,3,11,11,0
"t20,t21",7,4,13,41,11,1,5,4,0,7,14,33,14,19,3,2,19,20,0
"t20,t22",10,4,4,23,4,1,0,2,0,1,13,10,36,17,9,21,16,18,0
"t20,t23",9,3,11,8,1,1,7,3,0,7,19,32,15,5,8,10,6,2,0
"t20,t24",15,4,19,44,10,1,10,5,0,11,15,50,14,21,7,4,24,24,0
"t20,t25",3,3,10,34,10,1,6,4,0,3,18,34,33,13,11,0,12,12,0
"t20,t26",3,4,11,27,8,2,1,2,0,7,8,16,30,18,10,4,17,19,0
"t20,t27",12,2,26,58,13,2,21,8,1,7,23,97,7,19,1,1,19,21,0
"t20,t28",12,4,25,42,9,3,13,6,1,11,18,62,9,20,2,0,22,23,0
"t20,t29",12,8,24,62,19,3,30,10,2,22,31,129,27,14,6,10,10,14,0
"t20,t30",14,5,7,35,11,1,4,0,0,8,3,4,45,18,6,4,18,17,0
"t20,t31",10,1,23,43,10,2,12,6,1,6,15,59,30,21,6,4,22,24,0
"t20,t32",13,5,21,46,10,2,14,6,1,11,16,66,4,20,7,4,22,24,0
"t20,t33",8,1,7,15,3,2,6,1,0,7,14,13,2,12,9,4,14,11,0
"t20,t34",11,6,32,59,17,5,25,9,2,18,27,108,35,15,3,15,13,17,0
"t20,t35",5,0,4,2,0,0,0,1,0,2,3,1,1,3,12,1,1,0,0
"t20,t36",11,10,25,22,4,3,24,8,2,33,26,101,30,7,7,0,5,8,0
"t20,t37",6,0,1,21,5,0,10,2,1,3,1,25,7,21,5,2,22,23,0
"t20,t38",4,2,5,34,11,3,1,2,0,5,12,14,2,17,5,5,16,18,0
"t20,t39",1,3,11,29,9,2,4,4,0,3,14,30,17,16,1,3,17,19,0
"t20,t40",8,4,1,10,3,1,13,4,1,7,6,39,39,17,6,8,15,15,0
"t20,t41",6,7,24,206,80,41,26,9,2,26,84,114,19,13,12,8,7,11,0
"t20,t42",6,5,26,33,6,4,26,9,2,21,32,112,16,9,0,10,6,10,0
"t20,t43",1,4,21,24,5,4,24,8,2,20,21,99,19,10,7,11,6,10,0
"t20,t44",6,6,25,47,13,4,27,9,2,22,28,118,19,12,11,14,9,14,0
"t20,t45",3,2,17,27,6,1,10,5,0,6,22,51,19,13,7,4,12,13,0
"t20,t46",2,5,5,13,4,1,16,5,1,12,7,50,34,19,11,17,19,20,0
"t20,t47",11,3,23,20,1,3,23,9,1,12,31,109,4,10,11,0,9,14,0
"t20,t48",14,7,28,48,11,2,24,9,2,12,28,109,25,16,11,7,15,19,0
"t20,t49",10,1,19,48,13,1,7,4,0,3,12,40,31,20,8,1,24,25,0
"t20,t50",10,3,26,17,1,3,23,8,1,16,29,101,8,9,0,7,7,13,0
"t20,t51",7,8,22,28,7,2,18,8,1,19,28,83,43,9,10,6,8,12,0
"t20,t52",3,2,1,3,3,3,14,5,1,8,5,42,5,6,3,4,7,3,0
"t20,t53",17,6,31,56,14,2,25,9,2,13,25,113,27,17,5,1,15,17,0
"t20,t54",11,4,9,11,1,0,5,0,0,5,10,8,41,18,11,4,18,13,0
"t20,t55",6,2,15,22,6,0,4,3,0,4,22,28,29,12,5,1,12,10,0
"t20,t56",8,1,5,32,8,1,3,1,0,5,16,1,4,16,6,6,17,18,0
"t20,t57",8,3,11,17,2,1,2,1,0,9,14,3,1,14,11,2,13,11,0
"t20,t58",10,0,3,1,4,0,1,0,0,8,15,1,1,6,4,0,7,1,0
"t20,t59",6,3,26,44,11,4,23,9,1,14,28,106,17,12,7,3,8,13,0
"t20,t60",7,8,18,16,3,3,25,8,2,27,24,104,30,6,11,3,5,8,0
"t20,t61",10,2,5,7,2,0,3,1,0,7,19,12,2,6,4,6,8,2,0
"t20,t62",6,5,22,130,49,36,23,8,2,23,55,97,20,6,3,11,6,9,0
"t20,t63",6,0,18,43,12,2,12,6,1,4,23,64,14,14,12,1,13,17,0
"t20,t64",12,6,33,43,10,4,28,10,2,20,31,122,14,14,5,15,12,17,0
"t20,t65",14,5,32,45,10,3,19,7,1,11,21,84,14,19,6,14,20,22,0
"t20,t66",4,7,22,33,9,2,15,7,1,15,26,75,24,12,12,0,11,15,0
"t20,t67",1,3,11,134,52,48,7,4,0,8,86,39,15,15,8,3,13,16,0
"t20,t68",11,5,7,31,9,2,1,2,0,10,14,8,42,18,4,1,19,18,0
"t20,t69",13,4,26,50,13,3,23,9,1,13,22,105,2,17,9,4,15,19,0
"t20,t70",8,1,25,25,4,2,17,7,1,6,25,80,1,12,3,8,12,16,0
"t20,t71",7,8,26,41,11,4,29,9,2,30,30,125,29,10,9,10,8,12,0
"t20,t72",10,6,23,29,5,4,27,9,2,23,35,121,32,7,10,2,6,11,0
"t20,t73",4,2,5,34,11,3,1,2,0,4,12,15,2,17,5,6,16,18,0
"t20,t74",8,1,23,48,15,3,11,6,1,0,19,58,1,16,1,3,14,18,0
"t20,t75",8,3,29,41,8,2,17,7,1,20,20,76,17,20,11,20,20,24,0
"t20,t76",2,5,12,6,2,4,15,5,1,15,9,47,18,5,7,3,3,1,0
"t20,t77",2,4,7,7,2,2,12,4,1,9,5,38,26,11,11,12,9,7,0
"t20,t78",9,0,7,5,5,0,7,2,1,3,14,27,9,1,0,13,5,0,0
"t20,t79",7,1,3,31,7,1,4,0,0,4,4,4,0,23,1,2,24,25,0
"t20,t80",4,0,22,46,15,3,14,6,1,2,22,67,0,14,12,7,12,16,0
"t20,t81",6,2,30,31,8,4,19,8,1,8,25,88,6,12,1,17,10,16,0
"t20,t82",5,3,25,20,2,4,22,8,1,13,29,100,7,11,6,4,8,13,0
"t20,t83",0,3,10,4,2,2,10,3,1,9,1,31,11,1,4,10,3,1,0
"t20,t84",13,1,1,1,2,1,1,0,0,2,9,5,7,2,6,6,4,1,0
"t20,t85",11,8,24,46,11,3,24,9,1,16,32,107,30,10,8,8,8,13,0
"t20,t86",5,5,1,27,6,0,4,0,0,8,2,4,48,22,11,0,25,26,0
"t20,t87",6,0,20,38,11,2,12,6,1,2,23,61,8,13,4,1,11,14,0
"t20,t88",10,8,25,34,10,4,24,8,2,28,26,104,31,11,4,9,8,12,0
"t20,t89",3,6,3,24,8,0,10,2,1,10,4,27,45,20,10,8,23,25,0
"t20,t90",7,6,14,21,5,4,29,9,2,21,25,123,29,8,12,3,5,10,0
"t20,t91",9,2,1,14,9,2,18,6,1,5,10,56,20,12,2,1,13,11,0
"t20,t92",10,5,24,26,3,3,25,9,2,18,35,114,31,9,11,15,7,14,0
"t20,t93",6,7,26,31,5,3,21,8,1,14,30,99,29,10,1,1,9,14,0
"t20,t94",12,6,17,46,13,4,30,10,2,18,30,131,15,10,4,2,7,10,0
"t20,t95",11,5,22,50,14,2,13,6,1,10,19,63,22,18,1,8,17,19,0
"t20,t96",15,2,11,9,1,1,2,1,0,2,12,7,25,10,12,7,9,2,0
"t20,t97",3,4,19,48,15,2,10,6,0,10,23,55,14,14,11,5,13,18,0
"t20,t98",7,2,4,28,6,0,1,2,0,5,9,9,5,19,3,3,20,21,0
"t20,t99",10,4,5,49,16,1,4,3,0,1,16,29,30,17,10,23,16,21,0
"t20,t100",11,5,26,44,10,3,26,9,2,20,29,117,5,16,11,0,12,16,0
"t20,t101",17,6,26,48,11,4,31,10,2,26,31,137,13,13,6,6,12,13,0
"t20,t102",2,1,9,3,1,2,4,1,0,2,3,9,15,9,4,2,5,4,0
"t20,t103",4,3,7,0,1,1,17,6,1,11,10,54,13,10,1,16,9,7,0
"t20,t104",7,8,19,26,6,4,28,9,2,23,28,120,28,8,2,5,6,9,0
"t20,t105",8,3,17,22,2,1,0,1,0,2,12,6,33,15,12,6,14,9,0
"t20,t106",13,0,11,4,3,1,5,2,0,4,17,19,18,4,2,7,6,0,0
"t20,t107",2,3,9,29,7,1,2,1,0,7,5,3,36,19,9,8,18,20,0
"t20,t108",8,6,19,32,8,2,15,7,1,15,23,73,42,14,1,5,12,17,0
"t20,t109",7,7,14,20,5,4,29,10,2,16,27,126,28,7,1,2,6,8,0
"t20,t110",6,3,8,5,1,2,12,4,1,10,7,37,10,2,5,2,4,0,0
"t20,t111",6,6,18,9,1,3,24,8,2,23,26,101,20,6,5,11,6,8,0
"t20,t112",0,3,3,3,0,1,10,3,1,8,2,32,22,5,12,1,4,2,0
"t20,t113",1,3,6,5,6,2,9,3,1,12,4,29,24,2,5,5,2,0,0
"t20,t114",8,2,7,26,5,2,2,2,0,5,18,18,7,15,6,1,14,14,0
"t20,t115",6,7,22,31,11,4,24,8,2,26,25,102,31,8,6,7,7,10,0
"t20,t116",6,5,11,22,5,0,6,1,1,9,2,13,45,20,8,13,22,24,0
"t20,t117",0,0,6,2,0,1,0,1,0,3,3,3,0,2,4,1,1,0,0
"t20,t118",5,2,7,17,4,1,9,2,1,7,2,23,3,18,4,2,16,15,0
"t20,t119",3,1,1,24,7,0,13,3,1,3,5,38,16,23,5,2,23,24,0
"t20,t120",12,9,23,23,3,4,27,9,2,25,28,115,28,9,5,4,5,8,0
"t20,t121",6,4,9,25,6,1,7,5,0,7,21,41,30,11,5,5,12,13,0
"t20,t122",7,1,2,2,5,0,3,1,0,2,10,11,6,1,0,2,6,1,0
"t20,t123",5,1,21,31,9,1,14,7,1,7,24,68,4,13,8,10,11,14,0
"t20,t124",4,5,7,23,5,1,8,5,0,11,23,44,18,11,9,6,11,13,0
"t20,t125",10,3,29,54,13,2,18,7,1,10,19,84,14,19,10,11,19,23,0
"t20,t126",2,5,12,34,10,1,11,6,1,10,26,57,22,12,10,3,10,13,0
"t20,t127",10,6,26,53,13,2,19,8,1,10,24,89,22,17,12,2,18,21,0
"t20,t128",3,8,16,20,5,3,29,9,2,26,25,121,28,9,9,5,6,9,0
"t20,t129",10,1,16,8,2,0,8,3,0,4,19,34,8,7,7,9,7,2,0
"t20,t130",3,1,1,9,2,2,15,5,1,3,5,46,9,15,5,0,13,11,0
"t20,t131",5,4,26,23,3,4,25,9,2,18,31,113,18,8,7,10,7,12,0
"t20,t132",6,1,25,25,5,2,17,7,1,8,27,80,5,12,8,12,11,17,0
"t20,t133",10,2,11,15,3,0,5,1,0,8,11,10,5,10,7,2,12,7,0
"t20,t134",3,3,9,34,11,2,6,4,0,6,16,35,17,15,6,6,15,18,0
"t20,t135",7,6,21,27,9,4,27,9,2,19,24,116,29,10,5,1,8,10,0
"t20,t136",9,0,23,47,10,2,14,7,1,3,20,69,20,20,3,6,22,23,0
"t20,t137",12,1,23,54,12,2,13,6,1,8,18,64,17,20,8,2,22,24,0
"t20,t138",6,6,15,19,6,2,25,8,2,21,25,106,20,5,0,3,7,8,0
"t20,t139",13,1,18,44,9,1,8,5,0,13,16,44,33,22,3,3,24,25,0
"t20,t140",6,0,1,15,3,1,14,4,1,0,2,41,4,19,2,2,16,16,0
"t20,t141",9,5,1,20,5,1,10,3,1,5,3,28,41,20,6,11,20,20,0
"t20,t142",3,1,3,13,6,1,16,5,1,2,8,47,12,20,5,3,22,21,0
"t20,t143",11,7,26,217,85,42,23,9,1,18,175,104,30,51,0,3,11,13,0
"t20,t144",8,4,7,35,10,0,5,4,0,9,21,30,10,12,11,3,11,11,0
"t20,t145",6,4,8,7,1,1,14,5,1,8,8,44,32,4,10,8,4,2,0
"t20,t146",12,3,17,26,4,3,19,8,1,12,28,89,2,13,10,17,10,17,0
"t20,t147",7,3,13,41,11,1,4,3,0,8,13,29,10,20,8,0,24,26,0
"t20,t148",6,4,11,21,5,1,4,3,0,9,23,23,9,6,2,3,9,4,0
"t20,t149",3,5,15,6,1,5,13,5,1,16,6,42,20,6,6,5,3,0,0
"t20,t150",6,4,9,33,7,1,1,2,0,3,8,15,38,22,6,12,24,26,0
"t20,t151",0,5,14,45,15,1,10,6,0,7,24,55,22,13,2,3,14,16,0
"t20,t152",7,4,10,36,11,0,3,3,0,8,20,22,5,9,9,4,10,8,0
"t20,t153",6,4,17,9,1,3,24,8,2,14,18,102,19,8,0,6,7,10,0
"t20,t154",10,2,5,42,15,2,2,3,0,5,18,18,13,13,5,7,15,18,0
"t20,t155",7,6,16,17,2,4,28,9,2,24,28,119,14,7,12,10,5,9,0
"t20,t156",12,7,29,46,11,4,27,9,2,20,31,121,28,13,0,7,12,15,0
"t20,t157",3,3,1,1,1,2,13,4,1,5,4,41,28,12,10,2,9,7,0
"t20,t158",11,9,28,21,1,4,26,9,2,25,33,116,29,9,7,1,6,11,0
"t20,t159",6,2,7,9,0,0,1,1,0,7,17,4,5,11,2,11,11,8,0
"t20,t160",2,1,2,10,3,1,18,6,1,2,11,55,12,20,5,1,20,19,0
"t20,t161",11,2,9,34,11,0,4,0,0,6,9,4,2,15,2,1,15,13,0
"t20,t162",5,4,6,3,4,4,14,5,1,9,8,46,21,4,5,8,3,0,0
"t20,t163",13,5,28,53,14,3,22,8,1,12,22,101,17,17,3,2,15,18,0
"t20,t164",5,3,8,11,1,2,13,5,1,9,10,43,32,2,4,10,2,0,0
"t20,t165",10,7,26,47,13,4,24,8,2,21,27,105,21,10,5,9,6,12,0
"t20,t166",6,2,26,28,5,3,20,8,1,7,28,95,4,12,4,7,10,14,0
"t20,t167",7,3,22,115,44,39,18,7,1,12,55,82,7,7,7,3,9,13,0
"t20,t168",7,7,26,29,5,2,20,8,1,18,30,95,27,11,8,4,9,14,0
"t20,t169",2,4,8,1,3,2,13,5,1,13,6,43,30,3,1,1,4,1,0
"t20,t170",5,6,1,24,6,1,5,0,0,7,3,7,44,21,8,4,22,23,0
"t20,t171",7,8,27,190,73,42,21,8,1,19,127,96,43,34,12,9,8,11,0
"t20,t172",5,1,17,39,9,1,5,4,0,0,11,31,33,21,9,0,24,26,0
"t20,t173",14,1,3,17,3,0,2,0,0,6,13,3,0,6,7,1,7,3,0
"t20,t174",10,1,20,43,10,1,12,6,1,13,20,59,23,17,8,3,18,20,0
"t20,t175",13,6,29,58,15,3,23,9,1,11,28,104,25,15,2,9,17,19,0
"t20,t176",15,1,9,20,3,1,1,0,0,7,14,1,23,12,8,4,9,4,0
"t20,t177",10,3,11,10,1,2,5,1,0,0,11,12,38,13,10,7,14,7,0
"t20,t178",13,6,29,44,11,2,19,8,1,11,28,89,25,14,3,5,15,16,0
"t20,t179",14,5,29,57,14,3,25,9,2,20,28,115,0,17,4,6,15,17,0
"t20,t180",6,6,19,34,10,4,28,9,2,23,25,117,19,11,7,3,8,11,0
"t20,t181",11,3,13,30,7,2,1,2,0,2,16,12,29,15,10,1,15,12,0
"t20,t182",11,4,7,35,8,1,1,2,0,2,9,15,38,22,3,3,24,25,0
"t20,t183",9,1,7,9,1,0,7,2,0,6,15,25,4,3,5,13,5,1,0
"t20,t184",6,7,21,15,1,4,28,9,2,26,30,119,17,7,11,1,5,10,0
"t20,t185",3,0,7,23,6,0,10,2,1,2,0,25,14,21,5,5,25,25,0
"t20,t186",10,0,14,23,5,1,4,3,0,1,21,25,20,11,12,6,10,5,0
"t20,t187",11,8,28,46,11,3,25,9,2,24,34,113,29,9,8,9,7,12,0
"t20,t188",15,4,29,60,14,3,26,9,2,12,28,117,3,18,2,3,17,19,0
"t20,t189",8,1,18,37,6,1,7,4,0,2,14,39,34,22,4,11,24,26,0
"t20,t190",10,4,31,50,12,3,21,8,1,19,25,98,14,18,3,11,17,20,0
"t20,t191",11,5,26,47,15,3,25,8,2,19,25,107,19,11,5,5,10,12,0
"t20,t192",6,1,4,18,6,1,9,3,1,0,3,27,7,8,0,3,9,5,0
"t20,t193",5,2,5,35,9,1,2,1,0,5,5,3,4,21,9,4,26,27,0
"t20,t194",1,3,11,34,8,0,5,3,0,3,11,28,36,20,12,17,19,22,0
"t20,t195",6,7,25,17,2,4,25,8,2,23,24,104,19,10,7,3,5,9,0
"t20,t196",2,5,21,38,11,2,15,7,1,11,24,74,17,13,11,2,11,16,0
"t20,t197",7,8,19,18,3,4,28,9,2,30,24,116,28,8,11,8,5,9,0
"t20,t198",15,2,7,14,2,0,2,1,0,1,15,1,34,15,9,6,14,11,0
"t21,t22",3,8,9,18,7,0,5,2,0,8,1,23,50,2,6,23,3,2,0
"t21,t23",2,1,2,33,12,2,2,1,0,0,5,1,1,14,5,12,13,18,0
"t21,t24",8,0,6,3,1,0,5,1,0,4,1,17,0,2,10,2,5,4,0
"t21,t25",4,7,3,7,1,0,1,0,0,10,4,1,47,6,8,2,7,8,0
"t21,t26",4,8,2,14,3,1,4,2,0,14,6,17,44,1,7,6,2,1,0
"t21,t27",5,2,13,17,2,1,16,4,1,0,9,64,21,0,2,1,0,1,0
"t21,t28",5,0,12,1,2,2,8,2,1,4,4,29,5,1,1,2,3,3,0
"t21,t29",5,4,11,21,8,2,25,6,2,15,17,96,13,5,3,12,9,6,0
"t21,t30",7,9,6,6,0,0,9,4,0,15,11,37,59,1,3,2,1,3,0
"t21,t31",3,3,10,2,1,1,7,2,1,1,1,26,44,2,3,6,3,4,0
"t21,t32",6,1,8,5,1,1,9,2,1,4,2,33,10,1,4,6,3,4,0
"t21,t33",1,3,6,26,8,1,11,5,0,0,0,46,16,7,6,6,5,9,0
"t21,t34",4,2,19,18,6,4,20,5,2,11,13,75,21,4,6,17,6,3,0
"t21,t35",2,4,17,43,11,1,5,5,0,5,17,34,13,22,9,3,20,20,0
"t21,t36",4,6,12,19,7,2,19,4,2,26,12,68,16,12,4,2,14,12,0
"t21,t37",1,4,14,20,6,1,15,6,1,4,13,58,21,2,2,0,3,3,0
"t21,t38",3,2,8,7,0,2,4,2,0,2,2,19,12,2,2,3,3,2,0
"t21,t39",6,7,2,12,2,1,1,0,0,10,0,3,31,3,2,5,2,1,0
"t21,t40",1,8,12,31,8,2,18,8,1,14,20,72,53,2,3,10,4,5,0
"t21,t41",1,3,11,165,69,40,21,5,2,19,70,81,5,32,9,10,12,9,0
"t21,t42",1,1,13,8,5,3,21,5,2,14,18,79,2,10,3,12,13,10,0
"t21,t43",6,0,8,17,6,3,19,4,2,13,7,66,5,9,4,13,13,10,0
"t21,t44",1,2,12,6,2,3,22,5,2,15,14,85,5,7,8,16,10,6,0
"t21,t45",4,6,4,14,5,0,5,1,0,13,8,18,33,6,4,6,7,7,0
"t21,t46",5,9,8,28,7,2,21,9,1,19,21,83,48,0,8,19,0,0,0
"t21,t47",4,1,10,21,10,2,18,5,1,5,17,76,10,9,8,2,10,6,0
"t21,t48",7,3,15,7,0,1,19,5,2,5,14,76,11,3,8,9,4,1,0
"t21,t49",3,5,6,7,2,0,2,0,0,4,2,7,45,1,5,3,5,5,0
"t21,t50",3,1,13,24,10,2,18,4,1,9,15,68,6,10,3,9,12,7,0
"t21,t51",0,4,9,13,4,1,13,4,1,12,14,50,29,10,7,4,11,8,0
"t21,t52",4,6,14,38,8,4,19,9,1,15,19,75,19,13,0,2,12,17,0
"t21,t53",10,2,18,15,3,1,20,5,2,6,11,80,13,2,8,3,4,3,0
"t21,t54",4,8,4,30,10,1,10,4,0,12,4,41,55,1,8,2,1,7,0
"t21,t55",1,6,2,19,5,1,1,1,0,11,8,5,43,7,2,3,7,10,0
"t21,t56",1,3,8,9,3,0,8,3,0,2,2,34,18,3,3,8,2,2,0
"t21,t57",1,1,2,24,9,0,7,3,0,2,0,30,15,5,8,4,6,9,0
"t21,t58",3,4,10,40,15,1,6,4,0,1,1,34,15,13,1,2,12,19,0
"t21,t59",1,1,13,3,0,3,18,5,1,7,14,73,3,7,4,5,11,7,0
"t21,t60",0,4,5,25,8,2,20,4,2,20,10,71,16,13,8,1,14,12,0
"t21,t61",3,2,8,34,13,1,2,3,0,0,5,21,16,13,7,8,11,18,0
"t21,t62",1,1,9,89,38,35,18,4,2,16,41,64,6,25,0,13,13,11,0
"t21,t63",1,4,5,2,1,1,7,2,1,3,9,31,28,5,9,1,6,3,0
"t21,t64",5,2,20,2,1,3,23,6,2,13,17,89,0,5,2,17,7,3,0
"t21,t65",7,1,19,4,1,2,14,3,1,4,7,51,0,0,9,16,1,2,0
"t21,t66",3,3,9,8,2,1,10,3,1,8,12,42,10,7,9,2,8,5,0
"t21,t67",8,1,2,93,41,47,2,0,0,1,72,6,1,34,5,5,6,4,0
"t21,t68",4,9,6,10,2,1,6,2,0,17,0,25,56,1,1,3,0,2,0
"t21,t69",6,0,13,9,2,2,18,5,1,6,8,72,12,2,6,6,4,1,0
"t21,t70",1,3,12,16,7,1,12,3,1,1,11,47,13,7,0,10,7,4,0
"t21,t71",0,4,13,0,0,3,24,5,2,23,16,92,15,9,6,12,11,8,0
"t21,t72",3,2,10,12,6,3,22,5,2,16,21,88,18,12,7,0,13,9,0
"t21,t73",3,2,8,7,0,2,4,2,0,3,2,18,12,2,2,4,3,2,0
"t21,t74",1,5,10,7,4,2,6,2,1,7,5,25,13,3,4,5,5,2,0
"t21,t75",1,1,16,0,3,1,12,3,1,13,6,43,31,1,8,22,1,4,0
"t21,t76",5,9,25,47,9,5,20,9,1,22,23,80,32,24,4,5,16,19,0
"t21,t77",5,8,6,34,9,3,17,8,1,16,19,71,40,8,8,14,10,13,0
"t21,t78",2,4,6,46,16,1,2,2,1,4,0,6,23,20,3,15,14,20,0
"t21,t79",0,3,10,10,4,2,9,4,0,3,10,37,14,4,4,0,5,5,0
"t21,t80",3,4,9,5,4,2,9,2,1,5,8,34,14,5,9,9,7,4,0
"t21,t81",1,2,17,10,3,3,14,4,1,1,11,55,8,7,2,19,9,4,0
"t21,t82",2,1,12,21,9,3,17,4,1,6,15,67,7,8,3,2,11,7,0
"t21,t83",7,7,23,45,9,3,15,7,1,16,15,64,25,20,1,12,16,19,0
"t21,t84",6,5,14,40,13,2,4,4,0,5,5,28,21,21,3,4,15,21,0
"t21,t85",4,4,11,5,0,2,19,5,1,9,18,74,16,9,5,10,11,7,0
"t21,t86",2,9,12,14,5,1,9,4,0,15,12,37,62,3,8,2,6,6,0
"t21,t87",1,4,7,3,0,1,7,2,1,5,9,28,22,6,1,3,8,6,0
"t21,t88",3,4,12,7,1,3,19,4,2,21,12,71,17,8,1,11,11,8,0
"t21,t89",4,10,10,17,3,1,15,6,1,17,18,60,59,1,7,10,4,5,0
"t21,t90",0,2,1,20,6,3,24,5,2,14,11,90,15,11,9,5,14,10,0
"t21,t91",2,6,12,27,2,3,23,10,1,12,24,89,34,7,5,1,6,9,0
"t21,t92",3,1,11,15,8,2,20,5,2,11,21,81,17,10,8,17,12,6,0
"t21,t93",1,3,13,10,6,2,16,4,1,7,16,66,15,9,4,3,10,6,0
"t21,t94",5,2,4,5,2,3,25,6,2,11,16,98,1,9,1,0,12,10,0
"t21,t95",4,1,9,9,3,1,8,2,1,3,5,30,8,1,2,10,2,1,0
"t21,t96",8,6,2,32,12,0,7,5,0,5,2,40,39,9,9,9,10,18,0
"t21,t97",4,0,6,7,4,1,5,2,0,3,9,22,0,5,8,7,6,2,0
"t21,t98",0,2,9,13,5,1,6,2,0,2,5,24,9,0,6,1,1,1,0
"t21,t99",3,8,8,8,5,0,1,1,0,8,2,4,44,2,7,25,3,1,0
"t21,t100",4,1,13,3,1,2,21,5,2,13,15,84,9,3,8,2,7,4,0
"t21,t101",10,2,13,7,0,3,26,6,2,19,17,104,1,6,9,4,7,7,0
